epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,4238.36,0.93573,1.74243,0.92066,1.18187,0.83615,0.71981,0.81614,0.63175,0.81716,0.66811,0.7447,0.39204,0.48482,0.70743,0.74111,0.62171,0.008185,0.008185,0.008185
13,4585.22,0.93401,1.73014,0.91529,1.18008,0.83879,0.71657,0.81736,0.63627,0.81202,0.67531,0.74956,0.39123,0.47465,0.69937,0.63137,0.61388,0.00802,0.00802,0.00802
14,4917.64,0.92093,1.72845,0.90257,1.17393,0.83245,0.72521,0.81966,0.64376,0.80847,0.6839,0.75319,0.39676,0.4621,0.69981,0.56899,0.60419,0.007855,0.007855,0.007855
15,5251.83,0.91878,1.72037,0.89408,1.17149,0.84199,0.72413,0.82305,0.64769,0.80419,0.68525,0.7554,0.39657,0.45917,0.69673,0.60237,0.60417,0.00769,0.00769,0.00769
16,5584.78,0.90425,1.69892,0.87753,1.16404,0.84933,0.71849,0.82529,0.64998,0.81341,0.68308,0.75746,0.40362,0.45501,0.69247,0.54148,0.6002,0.007525,0.007525,0.007525
17,5914.74,0.8946,1.69726,0.87235,1.15573,0.84275,0.72593,0.82304,0.65481,0.81368,0.68503,0.75829,0.40279,0.45672,0.69046,0.53989,0.59932,0.00736,0.00736,0.00736
18,6245.39,0.88792,1.68717,0.85319,1.156,0.83427,0.73516,0.83138,0.66288,0.81092,0.69216,0.76201,0.40791,0.44146,0.6885,0.5237,0.58719,0.007195,0.007195,0.007195
19,6576.76,0.88526,1.69228,0.85136,1.15435,0.8542,0.72901,0.83278,0.66665,0.81275,0.69199,0.76615,0.41253,0.43846,0.69005,0.52164,0.58978,0.00703,0.00703,0.00703
20,6908.93,0.87484,1.6817,0.84176,1.14824,0.84288,0.72953,0.83246,0.67333,0.81879,0.6846,0.76725,0.41364,0.42785,0.68268,0.53233,0.57611,0.006865,0.006865,0.006865
21,7239.25,0.87106,1.67094,0.8427,1.14311,0.85348,0.72862,0.83406,0.66809,0.8203,0.68933,0.76471,0.406,0.43221,0.68597,0.49894,0.57805,0.0067,0.0067,0.0067
22,7577.95,0.87034,1.66797,0.83833,1.1429,0.84569,0.73709,0.83515,0.67461,0.80839,0.69448,0.76425,0.4103,0.42957,0.68002,0.49092,0.5771,0.006535,0.006535,0.006535
23,7928.19,0.86894,1.67439,0.83738,1.14297,0.85238,0.73723,0.83701,0.67685,0.82373,0.69655,0.76797,0.41059,0.42783,0.68026,0.49456,0.57701,0.00637,0.00637,0.00637
24,8273.29,0.86156,1.6566,0.83242,1.14013,0.86171,0.73299,0.84,0.68044,0.82307,0.69669,0.76951,0.41342,0.42266,0.67722,0.49053,0.57252,0.006205,0.006205,0.006205
25,8631.23,0.85013,1.64331,0.81997,1.13332,0.85911,0.72714,0.83942,0.68208,0.82518,0.69518,0.77201,0.41353,0.41828,0.67775,0.48618,0.56733,0.00604,0.00604,0.00604
26,8995.04,0.85502,1.64989,0.82083,1.13409,0.85659,0.73191,0.83927,0.68231,0.82287,0.69518,0.77169,0.41426,0.41686,0.67542,0.48057,0.56671,0.005875,0.005875,0.005875
27,9381.18,0.84319,1.63958,0.81093,1.13021,0.84355,0.74313,0.83935,0.68212,0.81977,0.69862,0.77321,0.41371,0.4162,0.67507,0.48069,0.5661,0.00571,0.00571,0.00571
28,9784.84,0.84209,1.63752,0.80722,1.1285,0.85096,0.73639,0.84089,0.68449,0.82752,0.69043,0.77327,0.41493,0.41265,0.67476,0.47925,0.56333,0.005545,0.005545,0.005545
29,10180.4,0.84187,1.62508,0.80454,1.12841,0.84599,0.74283,0.84148,0.68635,0.82013,0.70058,0.77533,0.41624,0.4106,0.67347,0.47558,0.56115,0.00538,0.00538,0.00538
30,10567.6,0.83441,1.62694,0.8016,1.12432,0.85177,0.73864,0.84277,0.68841,0.82475,0.69947,0.77695,0.41786,0.40932,0.67302,0.48078,0.56084,0.005215,0.005215,0.005215
31,10942.5,0.83486,1.62308,0.7947,1.12698,0.84947,0.73904,0.84374,0.68908,0.83211,0.69734,0.77862,0.41783,0.40857,0.67289,0.47547,0.55936,0.00505,0.00505,0.00505
32,12479.9,0.83167,1.62414,0.79405,1.12106,0.85511,0.73709,0.84369,0.68966,0.82756,0.69972,0.77801,0.41718,0.40753,0.67148,0.47336,0.55864,0.004885,0.004885,0.004885
33,12833.3,0.82618,1.61897,0.79918,1.11982,0.8513,0.74033,0.84363,0.69008,0.82684,0.70041,0.77743,0.4171,0.40662,0.67044,0.47359,0.55792,0.00472,0.00472,0.00472
34,13173.8,0.82183,1.62207,0.77841,1.11563,0.85295,0.73932,0.84461,0.69012,0.82486,0.70304,0.77849,0.41704,0.40541,0.66997,0.47817,0.55659,0.004555,0.004555,0.004555
35,13509.2,0.81801,1.60604,0.77979,1.11326,0.85532,0.7382,0.84484,0.69039,0.82766,0.70015,0.77825,0.41662,0.40391,0.66843,0.4784,0.55559,0.00439,0.00439,0.00439
36,13851,0.81419,1.60176,0.77439,1.11481,0.85891,0.73752,0.84512,0.69098,0.83204,0.70095,0.77916,0.41706,0.40355,0.66785,0.47761,0.55569,0.004225,0.004225,0.004225
37,14191,0.81233,1.61584,0.77017,1.11363,0.86019,0.73768,0.84469,0.69156,0.83395,0.6987,0.77996,0.41699,0.40309,0.66739,0.47707,0.55518,0.00406,0.00406,0.00406
38,14530.1,0.80369,1.59209,0.76176,1.1068,0.86295,0.73587,0.84521,0.69227,0.83596,0.69929,0.78025,0.4175,0.40144,0.66685,0.47405,0.55384,0.003895,0.003895,0.003895
39,14869.2,0.80121,1.57881,0.76217,1.10191,0.86503,0.73364,0.84593,0.69243,0.8335,0.69886,0.77982,0.41726,0.40115,0.66648,0.47221,0.55348,0.00373,0.00373,0.00373
40,15208.5,0.79764,1.59126,0.75248,1.10516,0.86725,0.73061,0.84613,0.69311,0.83619,0.69821,0.77973,0.41775,0.40057,0.6658,0.47438,0.55302,0.003565,0.003565,0.003565
41,15566.4,0.79472,1.57381,0.7531,1.10267,0.86682,0.73212,0.84636,0.69339,0.83729,0.69821,0.77982,0.4179,0.40003,0.66595,0.47653,0.55259,0.0034,0.0034,0.0034
42,15908.9,0.7908,1.57938,0.74833,1.10315,0.86542,0.73169,0.84666,0.69377,0.83668,0.69842,0.78021,0.4178,0.39939,0.66526,0.47974,0.55215,0.003235,0.003235,0.003235
43,16248.3,0.78703,1.57675,0.74473,1.09931,0.86694,0.7305,0.84681,0.69372,0.83472,0.69824,0.78047,0.41703,0.39902,0.66432,0.47999,0.55159,0.00307,0.00307,0.00307
44,16590.7,0.78826,1.57427,0.73942,1.10066,0.86735,0.73025,0.84699,0.69406,0.83403,0.69821,0.78023,0.41696,0.39861,0.66392,0.48119,0.55112,0.002905,0.002905,0.002905
45,16937.1,0.78291,1.56132,0.73949,1.09751,0.86799,0.73061,0.84695,0.69402,0.83469,0.69821,0.78025,0.41746,0.39848,0.66354,0.47853,0.55073,0.00274,0.00274,0.00274
46,17279.1,0.77929,1.56311,0.73598,1.09395,0.86708,0.73136,0.84706,0.69483,0.8385,0.69648,0.78044,0.41754,0.3982,0.66291,0.47828,0.55031,0.002575,0.002575,0.002575
47,17619,0.77426,1.56164,0.72624,1.09438,0.86788,0.73126,0.8473,0.69536,0.83701,0.69777,0.78182,0.41772,0.39787,0.66247,0.47583,0.54982,0.00241,0.00241,0.00241
48,17958.3,0.76962,1.54969,0.72172,1.08886,0.8663,0.7332,0.84768,0.69512,0.83445,0.69691,0.78076,0.41798,0.39763,0.66204,0.47411,0.54944,0.002245,0.002245,0.002245
49,18299.6,0.76727,1.5484,0.7156,1.08801,0.86591,0.73378,0.84782,0.69539,0.83529,0.69788,0.7814,0.41831,0.3971,0.66151,0.47189,0.54879,0.00208,0.00208,0.00208
50,18642.3,0.76133,1.54102,0.70776,1.08694,0.86506,0.734,0.84793,0.69554,0.83696,0.69756,0.78191,0.41784,0.39666,0.66113,0.47083,0.54834,0.001915,0.001915,0.001915
51,18999.6,0.73541,1.2579,0.7448,1.17781,0.86723,0.73377,0.84816,0.69618,0.83826,0.69864,0.78319,0.41805,0.39579,0.66044,0.46375,0.5478,0.00175,0.00175,0.00175
52,19326,0.72101,1.24629,0.73524,1.1684,0.86784,0.73407,0.84827,0.69672,0.84407,0.69811,0.78374,0.41861,0.39465,0.65936,0.45671,0.54709,0.001585,0.001585,0.001585
53,19654.2,0.71794,1.24265,0.72646,1.16613,0.86777,0.73385,0.84839,0.69765,0.844,0.69842,0.78415,0.41936,0.39369,0.65885,0.44943,0.54621,0.00142,0.00142,0.00142
54,19981.6,0.71121,1.24181,0.71553,1.16327,0.86798,0.73433,0.84911,0.69855,0.84195,0.69842,0.78469,0.41977,0.3926,0.65841,0.44304,0.54544,0.001255,0.001255,0.001255
55,20309.3,0.70262,1.23229,0.70999,1.15759,0.86831,0.7345,0.84922,0.69967,0.84464,0.69884,0.78554,0.42059,0.39167,0.65819,0.4374,0.54458,0.00109,0.00109,0.00109
56,20639.3,0.68891,1.21942,0.69789,1.14575,0.86828,0.7358,0.84994,0.70068,0.84586,0.69942,0.78665,0.42081,0.39055,0.65772,0.4326,0.54368,0.000925,0.000925,0.000925
57,20965.9,0.68496,1.21302,0.68473,1.14314,0.86576,0.73817,0.85022,0.70109,0.84533,0.70012,0.78696,0.42165,0.38976,0.65709,0.42869,0.54299,0.00076,0.00076,0.00076
58,21292.8,0.68153,1.22199,0.6777,1.14397,0.86696,0.73769,0.85075,0.7022,0.84596,0.6995,0.78757,0.42238,0.38886,0.65669,0.42593,0.54213,0.000595,0.000595,0.000595
59,21619.8,0.67885,1.20792,0.67097,1.14478,0.86939,0.73482,0.85117,0.70204,0.84644,0.69898,0.78826,0.42267,0.38799,0.65622,0.42387,0.54149,0.00043,0.00043,0.00043
60,21945.2,0.67186,1.20529,0.66609,1.13333,0.86978,0.73515,0.85182,0.70303,0.84716,0.69994,0.78832,0.4232,0.3871,0.65581,0.42187,0.54081,0.000265,0.000265,0.000265
