epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,2130.01,1.04395,1.78364,1.04404,1.1977,0.82429,0.69297,0.78821,0.56279,0.74165,0.60551,0.62979,0.27614,0.58719,0.66939,3.25549,0.71763,0.00835,0.00835,0.00835
12,2315.65,1.01743,1.77298,1.01248,1.18422,0.8198,0.72266,0.7948,0.58504,0.75325,0.63716,0.65862,0.31602,0.56044,0.66221,7.62718,0.68179,0.008185,0.008185,0.008185
13,2499.49,1.01275,1.76469,1.00365,1.18442,0.76433,0.75205,0.78101,0.56967,0.69444,0.64596,0.64111,0.29377,0.55668,0.6686,4.30055,0.6885,0.00802,0.00802,0.00802
14,2684.02,1.00612,1.75364,0.98608,1.17775,0.77132,0.72957,0.78647,0.56779,0.74015,0.62016,0.65882,0.31018,0.56793,0.64552,8.5036,0.69674,0.007855,0.007855,0.007855
15,2869.02,0.99441,1.73968,0.96905,1.17226,0.83502,0.73329,0.81303,0.60194,0.75873,0.65358,0.68236,0.32272,0.54761,0.64375,4.42276,0.67519,0.00769,0.00769,0.00769
16,3053.49,0.97753,1.72275,0.95563,1.16658,0.83171,0.7245,0.81581,0.6069,0.76413,0.64375,0.68668,0.3139,0.54653,0.64779,5.5692,0.67791,0.007525,0.007525,0.007525
17,3238.14,0.96783,1.73292,0.94682,1.15332,0.80826,0.74853,0.81056,0.6118,0.7456,0.65299,0.67297,0.32582,0.51986,0.62501,5.02868,0.66357,0.00736,0.00736,0.00736
18,3422.14,0.96145,1.70557,0.92575,1.15253,0.85752,0.73974,0.82891,0.62623,0.76783,0.66237,0.69518,0.32311,0.53802,0.62436,1.30992,0.67694,0.007195,0.007195,0.007195
19,3606.4,0.95528,1.70595,0.92027,1.15111,0.84629,0.75264,0.83368,0.63354,0.75214,0.67526,0.68915,0.3186,0.5093,0.63226,1.65961,0.64947,0.00703,0.00703,0.00703
20,3790.75,0.94844,1.70006,0.91307,1.14668,0.82119,0.75557,0.82476,0.62898,0.75813,0.67468,0.70592,0.33065,0.49357,0.63967,2.71563,0.64148,0.006865,0.006865,0.006865
21,3977.19,0.93995,1.6995,0.91094,1.13758,0.83865,0.73857,0.8299,0.64142,0.78789,0.65972,0.70359,0.3262,0.50183,0.61881,2.14459,0.64635,0.0067,0.0067,0.0067
22,4170.77,0.93279,1.66801,0.89732,1.13586,0.85085,0.75237,0.84141,0.65095,0.79493,0.67468,0.71368,0.33559,0.4958,0.6232,2.05033,0.64266,0.006535,0.006535,0.006535
23,4360.43,0.91901,1.66089,0.88126,1.12951,0.83932,0.75013,0.84286,0.65823,0.76557,0.67761,0.71354,0.34513,0.48724,0.62084,3.764,0.6328,0.00637,0.00637,0.00637
24,4553.48,0.92028,1.66033,0.88573,1.13285,0.82668,0.76143,0.84071,0.64514,0.75516,0.69061,0.70714,0.33445,0.49146,0.61115,2.597,0.63558,0.006205,0.006205,0.006205
25,4746.15,0.9127,1.63545,0.87623,1.12932,0.83978,0.75205,0.83914,0.65367,0.76993,0.68069,0.71328,0.34082,0.47603,0.61411,2.76949,0.62468,0.00604,0.00604,0.00604
26,4938.32,0.90551,1.63584,0.86222,1.12129,0.86346,0.7415,0.8408,0.66283,0.79098,0.67877,0.72094,0.34904,0.46971,0.59439,4.29937,0.61711,0.005875,0.005875,0.005875
27,5142.14,0.9021,1.63994,0.86804,1.12156,0.85558,0.75205,0.84273,0.66521,0.78156,0.68699,0.71896,0.34313,0.45564,0.60227,2.49071,0.60754,0.00571,0.00571,0.00571
28,5361.07,0.89433,1.62228,0.84389,1.11959,0.80642,0.79426,0.84472,0.66404,0.76915,0.68354,0.72169,0.351,0.4702,0.59555,2.25625,0.6135,0.005545,0.005545,0.005545
29,5557.25,0.89144,1.62178,0.84347,1.11587,0.84853,0.75852,0.8481,0.66949,0.78171,0.69692,0.72928,0.34858,0.47551,0.59165,2.48969,0.62507,0.00538,0.00538,0.00538
30,5746.21,0.87999,1.59986,0.84157,1.10988,0.83559,0.7755,0.85221,0.67988,0.78649,0.69526,0.72376,0.3497,0.46126,0.59705,2.32114,0.61761,0.005215,0.005215,0.005215
31,5933.29,0.87603,1.59222,0.83979,1.11104,0.83213,0.78488,0.85704,0.68309,0.79384,0.69343,0.74357,0.35826,0.45645,0.59704,2.01423,0.60578,0.00505,0.00505,0.00505
32,6120.04,0.87497,1.6049,0.82858,1.10896,0.84974,0.76729,0.85305,0.67873,0.77417,0.69812,0.731,0.35865,0.44638,0.60673,5.46285,0.60141,0.004885,0.004885,0.004885
33,6314.98,0.86565,1.59571,0.81493,1.09827,0.85977,0.77491,0.85926,0.68341,0.78717,0.69809,0.73141,0.34741,0.45043,0.60065,2.61197,0.59893,0.00472,0.00472,0.00472
34,6531.81,0.86394,1.58713,0.81738,1.09872,0.84027,0.77726,0.85185,0.68703,0.779,0.7075,0.74073,0.3576,0.44478,0.59474,2.90398,0.59321,0.004555,0.004555,0.004555
35,6749.73,0.86802,1.59852,0.82044,1.10224,0.84813,0.78563,0.86107,0.69144,0.78042,0.71456,0.74198,0.36231,0.43911,0.58663,2.49587,0.59335,0.00439,0.00439,0.00439
36,6967.49,0.84735,1.57005,0.78515,1.09032,0.85436,0.77022,0.86015,0.69668,0.77347,0.72098,0.73981,0.35289,0.43193,0.59097,2.62911,0.5904,0.004225,0.004225,0.004225
37,7185.07,0.85045,1.56566,0.79233,1.0926,0.85048,0.79018,0.8631,0.69982,0.77916,0.72392,0.74901,0.36249,0.42645,0.587,3.05515,0.58614,0.00406,0.00406,0.00406
38,7403.03,0.8484,1.55602,0.79188,1.0935,0.85533,0.78019,0.8648,0.70258,0.79717,0.70926,0.74358,0.36409,0.43083,0.58173,1.91413,0.5868,0.003895,0.003895,0.003895
39,7603.21,0.83405,1.5581,0.78726,1.08573,0.85138,0.78908,0.86818,0.70406,0.78892,0.7034,0.73966,0.36081,0.42328,0.58409,1.77209,0.58069,0.00373,0.00373,0.00373
40,7793.62,0.83651,1.55914,0.77355,1.08373,0.84718,0.79484,0.86881,0.70817,0.79274,0.72509,0.75178,0.36586,0.42721,0.57855,2.06575,0.58154,0.003565,0.003565,0.003565
41,7983.99,0.82937,1.54461,0.76703,1.08109,0.86304,0.77726,0.87135,0.71074,0.79844,0.71979,0.76112,0.36823,0.42396,0.57449,2.18174,0.57832,0.0034,0.0034,0.0034
42,8186.56,0.83399,1.54621,0.76922,1.08479,0.85462,0.79015,0.87369,0.71132,0.79357,0.72567,0.75327,0.367,0.41908,0.57387,2.24421,0.57787,0.003235,0.003235,0.003235
43,8397.89,0.82206,1.52233,0.76268,1.07925,0.86013,0.79132,0.87472,0.71484,0.79825,0.73055,0.76564,0.36688,0.4201,0.57082,2.6335,0.57714,0.00307,0.00307,0.00307
44,8610.53,0.80933,1.52303,0.74332,1.07446,0.85276,0.8007,0.87653,0.7168,0.79305,0.74124,0.76755,0.37318,0.41337,0.57043,2.35149,0.57267,0.002905,0.002905,0.002905
45,8822.49,0.81182,1.52681,0.74437,1.07374,0.85615,0.79892,0.8781,0.71639,0.79552,0.74797,0.77427,0.37531,0.41342,0.56878,2.18448,0.57313,0.00274,0.00274,0.00274
46,9032.61,0.80461,1.52516,0.73028,1.07447,0.85005,0.79953,0.87817,0.71539,0.79297,0.73639,0.77526,0.3777,0.41316,0.56877,2.57299,0.57532,0.002575,0.002575,0.002575
47,9218.93,0.80215,1.50608,0.73582,1.06956,0.84847,0.80083,0.87891,0.71861,0.79207,0.74385,0.77742,0.3747,0.40992,0.56835,2.41729,0.57226,0.00241,0.00241,0.00241
48,9405.93,0.79435,1.50388,0.72428,1.06655,0.85271,0.80769,0.88101,0.72275,0.7899,0.74971,0.77653,0.37532,0.41084,0.56885,2.24731,0.5749,0.002245,0.002245,0.002245
49,9590.66,0.79544,1.51516,0.72907,1.06451,0.85442,0.80502,0.88248,0.7241,0.8014,0.73799,0.77241,0.37748,0.41214,0.56987,2.11245,0.57519,0.00208,0.00208,0.00208
50,9775.06,0.79119,1.50592,0.71481,1.06285,0.84176,0.81184,0.883,0.72435,0.79091,0.74719,0.77825,0.37757,0.40903,0.56968,2.25604,0.57193,0.001915,0.001915,0.001915
51,9987.67,0.75545,1.21839,0.741,1.14393,0.85082,0.80012,0.88304,0.72829,0.79767,0.74181,0.78097,0.37764,0.40416,0.56678,2.20705,0.56871,0.00175,0.00175,0.00175
52,10174.1,0.7389,1.20854,0.7166,1.12803,0.84844,0.81378,0.88502,0.72903,0.78735,0.75674,0.78418,0.38147,0.40026,0.56815,2.14321,0.56572,0.001585,0.001585,0.001585
53,10357.6,0.72745,1.18773,0.70216,1.12903,0.8532,0.81081,0.88351,0.73035,0.78571,0.76143,0.78677,0.38313,0.39556,0.5659,2.29252,0.56289,0.00142,0.00142,0.00142
54,10541.2,0.71462,1.1761,0.68692,1.11645,0.86027,0.81419,0.88444,0.73345,0.80143,0.7585,0.7864,0.38471,0.39249,0.56523,2.33644,0.56048,0.001255,0.001255,0.001255
55,10725.3,0.70989,1.1726,0.68019,1.1139,0.84719,0.82474,0.88596,0.73433,0.79484,0.76529,0.78835,0.38639,0.39108,0.56166,2.34297,0.55829,0.00109,0.00109,0.00109
56,10912.1,0.70508,1.16672,0.66224,1.10903,0.84945,0.82005,0.88602,0.7373,0.79132,0.76463,0.79307,0.38753,0.39145,0.55955,2.36277,0.55717,0.000925,0.000925,0.000925
57,11100.6,0.68838,1.1564,0.64934,1.09818,0.85419,0.82412,0.88752,0.73775,0.79787,0.76905,0.79719,0.38865,0.38919,0.55804,2.37442,0.5551,0.00076,0.00076,0.00076
58,11287.9,0.67924,1.14261,0.64448,1.09522,0.85334,0.82943,0.88833,0.74005,0.79286,0.7808,0.79819,0.39032,0.38899,0.55699,2.39935,0.55526,0.000595,0.000595,0.000595
59,11475,0.67428,1.14292,0.6378,1.09101,0.85593,0.83232,0.88955,0.74047,0.80155,0.77655,0.80049,0.392,0.38823,0.55652,2.38996,0.55465,0.00043,0.00043,0.00043
60,11665.2,0.66822,1.13904,0.63065,1.09081,0.85257,0.83389,0.88932,0.74024,0.81064,0.77315,0.80112,0.39168,0.38722,0.55642,2.3795,0.55411,0.000265,0.000265,0.000265
