epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,10809.2,0.81841,1.50518,0.73492,1.06386,0.86363,0.80016,0.87735,0.71915,0.81657,0.73248,0.76961,0.35729,0.41905,0.57035,3.37777,0.57726,0.003235,0.003235,0.003235
43,11058.1,0.81003,1.49922,0.72688,1.061,0.84317,0.81951,0.87823,0.72142,0.81457,0.73657,0.77807,0.36069,0.41873,0.5692,3.24541,0.57735,0.00307,0.00307,0.00307
44,11310.1,0.80513,1.48744,0.72303,1.06145,0.8741,0.79548,0.88078,0.72181,0.81564,0.74228,0.78178,0.36095,0.41894,0.56818,3.256,0.58012,0.002905,0.002905,0.002905
45,11565.4,0.80263,1.47795,0.71199,1.05803,0.87029,0.79966,0.88105,0.72317,0.81335,0.74226,0.78266,0.36254,0.41878,0.56795,3.39955,0.58058,0.00274,0.00274,0.00274
46,11816,0.79682,1.47622,0.71382,1.0563,0.87748,0.79488,0.88126,0.72396,0.81537,0.73189,0.77779,0.36152,0.41757,0.56782,3.41563,0.57855,0.002575,0.002575,0.002575
47,12065.2,0.79728,1.48451,0.70632,1.05691,0.88018,0.78903,0.88108,0.72311,0.81851,0.73589,0.77937,0.36216,0.41744,0.56579,3.37065,0.57804,0.00241,0.00241,0.00241
48,12313,0.78873,1.47182,0.69822,1.05024,0.87815,0.79182,0.88198,0.72673,0.81109,0.74271,0.77971,0.36295,0.41646,0.56484,3.30034,0.57735,0.002245,0.002245,0.002245
49,12561.3,0.77848,1.46285,0.69192,1.04843,0.86355,0.80281,0.8831,0.72793,0.79986,0.75448,0.77995,0.36393,0.4142,0.56333,3.16279,0.57554,0.00208,0.00208,0.00208
50,12810,0.78108,1.47161,0.69482,1.04701,0.86637,0.80153,0.88396,0.72831,0.80965,0.74885,0.78067,0.36315,0.41417,0.56256,3.10464,0.57617,0.001915,0.001915,0.001915
51,13090.2,0.72654,1.16808,0.69861,1.11405,0.86126,0.81023,0.88661,0.73166,0.81106,0.75499,0.78766,0.36567,0.4126,0.56155,3.06422,0.57476,0.00175,0.00175,0.00175
52,13335.6,0.71724,1.16049,0.68298,1.10778,0.86114,0.81209,0.88834,0.73527,0.80862,0.75754,0.79068,0.36877,0.40955,0.56014,3.07121,0.57175,0.001585,0.001585,0.001585
53,13597,0.69665,1.1548,0.66185,1.09806,0.87074,0.80629,0.88946,0.73652,0.81431,0.7555,0.7963,0.37072,0.40735,0.55887,3.14681,0.57038,0.00142,0.00142,0.00142
54,34950.1,0.69354,1.13709,0.64607,1.09712,0.87526,0.80393,0.88979,0.73755,0.81928,0.75396,0.79824,0.3724,0.40421,0.55843,3.17096,0.56722,0.001255,0.001255,0.001255
55,35190.1,0.68576,1.12988,0.639,1.0904,0.87553,0.80614,0.88973,0.73945,0.8203,0.7555,0.7988,0.37235,0.4019,0.55761,3.14334,0.56522,0.00109,0.00109,0.00109
56,35441.9,0.67407,1.1253,0.6198,1.08373,0.87326,0.80767,0.89062,0.74134,0.81087,0.76317,0.80232,0.37332,0.39871,0.55723,3.1191,0.56203,0.000925,0.000925,0.000925
57,35692.5,0.67508,1.12296,0.61235,1.08122,0.872,0.80972,0.8921,0.74225,0.81557,0.75774,0.80302,0.37297,0.39632,0.55673,3.10483,0.55988,0.00076,0.00076,0.00076
58,720.89,0.74902,1.4308,0.64329,1.03697,0.8697,0.81074,0.89249,0.74197,0.81331,0.75988,0.80352,0.37368,0.39672,0.55673,3.11008,0.56007,0.000595,0.000595,0.000595
59,1690.64,0.7446,1.43914,0.64452,1.03458,0.87377,0.80767,0.89191,0.74214,0.82052,0.75764,0.80536,0.37379,0.39646,0.55674,3.09419,0.55966,0.00043,0.00043,0.00043
60,2234.9,0.73972,1.4406,0.63433,1.03071,0.86521,0.81425,0.89193,0.74243,0.81086,0.76522,0.80536,0.3742,0.39599,0.5567,3.09013,0.55892,0.000265,0.000265,0.000265
